Kanji,Hiragana,English
徹底,てってい,"thoroughness,completeness"
そう,そう,so
下,げ,"under,below,beneath"
景気,けいき,"condition,state,business (condition)"
酸素,さんそ,oxygen
割る,わる,"to divide,to cut,to break,to halve"
恋人,こいびと,"lover,sweetheart"
九,きゅう,nine
原,はら,"field,plain,prairie,tundra,moor,wilderness"
勝ち,かち,"win,victory"
黒板,こくばん,blackboard
強力,きょうりょく,"herculean strength,mountain carrier-guide"
活用,かつよう,"conjugation,practical use"
国民,こくみん,"national,people,citizen"
身,み,"body,main part,oneself,sword"
通信,つうしん,"correspondence,communication,news,signal"
よろしく,（感）,"well,properly,suitably,best regards,please remember me"
苦しい,くるしい,"painful,difficult"
,サービス,"(1) service,support system,(2) goods or services without charge"
伸ばす,のばす,"to lengthen,to stretch,to reach out,to grow (beard)"
生地,きじ,birthplace
脇,わき,side
観光,かんこう,sightseeing
歌手,かしゅ,singer
深刻,しんこく,serious
,しかも,"moreover,furthermore,nevertheless,and yet"
神経,しんけい,"nerve,sensitivity"
評判,ひょうばん,"fame,reputation,popularity,arrant"
濃い,こい,"thick (as of color, liquid),dense,strong"
,こんにちは,"hello,good day (daytime greeting, id)"
中央,ちゅうおう,"centre,central,center,middle"
神,かみ,god
,いわゆる,"the so-called,so to speak"
終える,おえる,to finish
,ところで,"by the way,even if,no matter what"
後,のち,"afterwards,since then,in the future"
経つ,たつ,"to pass,to lapse"
追い付く,おいつく,"to overtake,to catch up (with)"
回復,かいふく,"recovery (from illness),improvement,rehabilitation,restoration"
,キャプテン,captain
頂く,いただく,"to receive,to take food or drink (hum)"
覚める,さめる,"to wake,to wake up"
,ジーンズ,jeans
重要,じゅうよう,"important,momentous,essential,principal,major"
,わざと,on purpose
本人,ほんにん,the person himself
種,たね,"(1) seed,(2) material,(3) cause,source"
下さる,くださる,"(hon) to give,to confer"
世の中,よのなか,"society,the world,the times"
,ダンス,dance
場面,ばめん,"scene,setting (e.g. of novel)"
食う,くう,(male) (vulg) to eat
浴びる,あびる,"to bathe,to bask in the sun,to shower"
棒,ぼう,"pole,rod,stick"
,ほぼ,"almost,roughly,approximately"
,おまえ,"(fam) you (sing),presence (of a high personage)"
夜明け,よあけ,"dawn,daybreak"
冒険,ぼうけん,"risk,venture,adventure"
要点,ようてん,"gist,main point"
書斎,しょさい,study
,センター,a center
活動,かつどう,"action,activity"
構う,かまう,"to mind,to care about,to be concerned about"
以前,いぜん,"ago,since,before,previous"
縁,ふち,"a means, e.g. of living"
互い,たがい,"mutual,reciprocal"
替える,かえる,"to exchange,to interchange,to substitute,to replace"
,タイプライター,typewriter
重視,じゅうし,"importance,stress,serious consideration"
贅沢,ぜいたく,"luxury,extravagance"
似合う,にあう,"to suit,to match,to become,to be like"
咳,せき,cough
講演,こうえん,"lecture,address"
実,み,"fruit,nut,seed,content,good result"
順調,じゅんちょう,"favourable,doing well,O.K.,all right"
適度,てきど,moderate
例,れい,"instance,example,case"
節,ふし,"tune,tone,knot,knob,point"
年月,ねんげつ,months and years
恐れる,おそれる,"to fear,to be afraid of"
滅多に,めったに,"rarely (with neg. verb),seldom"
掛かる,かかる,"to take (e.g. time, money, etc),to hang"
誘う,さそう,"(1) to invite,to ask,(2) to tempt,to lure,to induce"
籠,かご,"basket,cage"
代表,だいひょう,"representative,representation,delegation,type,example,model"
占める,しめる,"(1) to comprise,to account for,to make up (of),(2) to hold,to occupy"
診察,しんさつ,medical examination
応じる,おうじる,"to respond,to satisfy,to accept,to comply with,to apply for"
首相,しゅしょう,Prime Minister
愉快,ゆかい,"pleasant,happy"
,チーズ,cheese
品,ひん,"thing,article,goods,dignity,article (goods),counter for meal courses"
会,かい,"meeting,assembly,party,association,club"
実は,じつは,"as a matter of fact,by the way"
医療,いりょう,"medical care,medical treatment"
資源,しげん,resources
仲間,なかま,"company,fellow,colleague,associate"
進める,すすめる,"to advance,to promote,to hasten"
手段,しゅだん,"means,way,measure"
,ざっと,"roughly,in round numbers"
吸収,きゅうしゅう,"absorption,suction,attraction"
,プロ,professional
救助,きゅうじょ,"relief,aid,rescue"
体育,たいいく,"physical education,gymnastics,athletics"
警告,けいこく,"warning,advice"
間違い,まちがい,mistake
見事,みごと,"splendid,magnificent,beautiful,admirable"
,これら,these
修正,しゅうせい,"amendment,correction,revision,modification"
保存,ほぞん,"preservation,conservation,storage,maintenance"
情報,じょうほう,"information,(military) intelligence"
計る,はかる,"to measure,to weigh,to survey"
影響,えいきょう,"influence,effect"
瞬間,しゅんかん,"moment,second,instant"
結果,けっか,"result,consequence"
中古,ちゅうこ,"(1) used,second-hand,old"
輪,わ,"ring,hoop,circle"
刺激,しげき,"stimulus,impetus,incentive"
許可,きょか,"permission,approval"
霜,しも,frost
頂上,ちょうじょう,"top,summit,peak"
気候,きこう,climate
恩,おん,"favour,obligation,debt of gratitude"
要求,ようきゅう,"request,demand,requisition"
,スピーチ,speech
桜,さくら,"cherry blossom,cherry tree"
演説,えんぜつ,"speech,address"
材料,ざいりょう,"ingredients,material"
程度,ていど,"degree,amount,grade,standard,of the order of (following a number)"
又,また,"again,and"
記入,きにゅう,"entry,filling in of forms"
予測,よそく,"prediction,estimation"
数,かず,"number,figure"
不,ふ,"un,non,negative prefix"
活気,かっき,"energy,liveliness"
近代,きんだい,present day
大使,たいし,ambassador
一家,いっか,"a house,a home,a family,a household"
哀れ,あわれ,"helpless,pity,sorrow,grief"
抱く,いだく,"(sl) to embrace,to hug,to harbour,to entertain"
額,ひたい,"forehead,brow"
筆,ふで,writing brush
式,しき,"equation,formula,ceremony"
今日,こんにち,"today,this day"
手伝い,てつだい,"help,helper,assistant"
味方,みかた,"friend,ally,supporter"
道路,どうろ,"road,highway"
ここ,ここ,here
捕まる,つかまる,"to be caught,to be arrested"
,わがまま,"selfishness,egoism,wilfulness,disobedience,whim"
攻撃,こうげき,"attack,strike,offensive,criticism,censure"
議論,ぎろん,"argument,discussion,dispute"
機関,きかん,"organ,mechanism,facility,engine"
握る,にぎる,"to grasp,to seize,to mould sushi"
遅刻,ちこく,"lateness,late coming"
九,く,nine
清潔,せいけつ,clean
都,みやこ,capital
飯,めし,"(sl) meals,food"
願う,ねがう,"to desire,to wish,to request"
暮れ,くれ,"year end,sunset,nightfall,end"
適切,てきせつ,"pertinent,appropriate,adequate,relevance"
幸せ,しあわせ,"happiness,good fortune,luck,blessing"
失業,しつぎょう,unemployment
商売,しょうばい,"trade,business,commerce,transaction,occupation"
,メモ,memorandum
歩道,ほどう,"footpath,walkway,sidewalk"
同一,どういつ,"identity,sameness,similarity"
集中,しゅうちゅう,"concentration,focusing the mind"
出席,しゅっせき,"attendance,presence"
建築,けんちく,"construction,architecture"
精々,せいぜい,"at the most,at best,to the utmost,as much (far) as possible"
食糧,しょくりょう,"provisions,rations"
奨学金,しょうがくきん,scholarship
最高,さいこう,"highest,supreme,the most"
皆,みんな,"all,everyone,everybody"
円,えん,"circle,money"
,しきりに,"frequently,repeatedly,incessantly,eagerly"
陸,りく,six (used in legal documents)
増す,ます,"to increase,to grow"
輸入,ゆにゅう,"importation,import,introduction"
経験,けいけん,experience
慎重,しんちょう,"discretion,prudence"
既に,すでに,"already,too late"
,やや,"a little,partially,somewhat,a short time,a while"
結論,けつろん,conclusion
単純,たんじゅん,simplicity
球,きゅう,"globe,sphere,ball"
大半,たいはん,"majority,mostly,generally"
,アルバム,album
,コード,"code,cord,chord"
確実,かくじつ,"certainty,reliability,soundness"
避ける,さける,"(1) to avoid (physical contact ),(2) to ward off,to avert"
仲,なか,"relation,relationship"
知事,ちじ,prefectural governor
印,しるし,"(1) mark,(2) symbol,(3) evidence"
,よると,according to
列,れつ,"queue,line,row"
従う,したがう,"to abide (by the rules),to obey,to follow,to accompany"
胸,むね,"breast,chest"
,ユーモア,humor
束,たば,"handbreadth,bundle"
,ボール,"ball,bowl"
梅,うめ,"plum,plum-tree,lowest (of a three-tier ranking system)"
中,ちゅう,"inside,middle,among"
悲劇,ひげき,tragedy
心配,しんぱい,"worry,concern,anxiety,care"
,ソファー,"sofa,couch"
新鮮,しんせん,fresh
立派,りっぱ,"splendid,fine,handsome,elegant,imposing,prominent,legal,legitimate"
大陸,たいりく,continent
断る,ことわる,"to refuse,to decline,to dismiss"
権利,けんり,"right,privilege"
呼吸,こきゅう,"breath,respiration"
,とんでもない,"unexpected,offensive,What a thing to say!,No way!"
降ろす,おろす,"to take down,to launch,to drop"
今後,こんご,"from now on,hereafter"
変更,へんこう,"change,modification,alteration"
命,いのち,"command,decree,life,destiny"
轢く,ひく,"to run somebody over (with vehicle),to knock someone down"
兎,うさぎ,"rabbit,hare,cony"
殺す,ころす,to kill
温度,おんど,temperature
遠慮,えんりょ,"diffidence,restraint,reserve"
,ピクニック,picnic
納得,なっとく,"consent,assent,understanding"
鋭い,するどい,"pointed,sharp"
,たびたび,"often,repeatedly,frequently"
,バン,"bun,van (caravan),VAN (value-added network)"
勤め,つとめ,"(1) service,duty,business,responsibility,task,(2) Buddhist religious services"
国会,こっかい,"National Diet,parliament,congress"
注ぐ,つぐ,"to pour (into),to irrigate,to pay"
逮捕,たいほ,"arrest,apprehension,capture"
,おや,parents
鎖,くさり,chain
夢中,むちゅう,"daze,(in a) trance,ecstasy,delirium,engrossment"
,カー,car
いえ,いえ,TODO same as いいえ?
明後日,みょうごにち,day after tomorrow
一度に,いちどに,all at once
出発,しゅっぱつ,departure
仏,ほとけ,"Buddha,merciful person,Buddhist image,the dead"
供給,きょうきゅう,"supply,provision"
叫ぶ,さけぶ,"to shout,to cry"
禁止,きんし,"prohibition,ban"
選手,せんしゅ,"(1) player (in game),(2) team"
延期,えんき,"postponement,adjournment"
支度,したく,preparation
,どうしても,"by all means,at any cost,no matter what"
船,ふね,"ship,boat,watercraft,shipping,vessel,steamship"
度,ど,counter for occurrences
犯人,はんにん,"offender,criminal"
流れる,ながれる,"to stream,to flow,to run (ink),to be washed away"
差,さ,"difference,variation"
無駄,むだ,"futility,uselessness"
風景,ふうけい,scenery
拡大,かくだい,"magnification,enlargement"
輝く,かがやく,"to shine,to glitter,to sparkle"
有る,ある,"to be,to have"
知らせ,しらせ,notice
化学,かがく,chemistry
頼る,たよる,"to rely on,to have recourse to,to depend on"
様,よう,"way,manner,kind"
酔う,よう,"to get drunk,to become intoxicated"
発展,はってん,"development,growth"
,いたずら,"tease,prank,trick,practical joke"
郵便,ゆうびん,"mail,postal service"
,チャンス,"chance,opportunity"
頭痛,ずつう,headache
笑顔,えがお,smiling face
,ノック,"(1) knock,(2) fungo (baseball)"
詩,し,"poem,verse of poetry"
,ゆっくり,"slowly,at ease"
火曜,かよう,(abbr) Tuesday
抜ける,ぬける,"to come out,to fall out,to be omitted"
袋,ふくろ,"bag,sack"
義務,ぎむ,"duty,obligation,responsibility"
,アイロン,(electric) iron
感心,かんしん,"admiration,Well done!"
犯罪,はんざい,crime
半ば,なかば,"middle,half,semi,halfway,partly"
,およそ,"about,roughly,as a rule,approximately"
教科書,きょうかしょ,text book
著者,ちょしゃ,"author,writer"
穴,あな,hole
死亡,しぼう,"death,mortality"
地方,ちほう,"area,locality,district,region,the coast"
僅か,わずか,"only,merely,a little,small quantity"
間,ま,"space,room,time,pause"
鍵,かぎ,key
勉強,べんきょう,"study,diligence,discount,reduction"
軍,ぐん,"army,force,troops"
券,けん,"ticket,coupon,bond,certificate"
嘘,うそ,"lie,falsehood,incorrect fact,inappropriate"
服装,ふくそう,garments
沖,おき,open sea
幾つ,いくつ,"how many?,how old?"
週間,しゅうかん,"week,weekly"
故郷,こきょう,"home town,birthplace,old village,historic village"
州,しゅう,sandbank
素,もと,prime
大臣,だいじん,cabinet minister
偉大,いだい,greatness
金曜,きんよう,(abbr) Friday
数える,かぞえる,to count
人工,じんこう,"artificial,manmade,human work,human skill,artificiality"
技師,ぎし,"engineer,technician"
際,さい,"on the occasion of,circumstances"
鉄道,てつどう,railroad
文字,もじ,"letter (of alphabet),character"
常に,つねに,"always,constantly"
迷子,まいご,lost (stray) child
持ち上げる,もちあげる,"to raise,to lift up,to flatter"
重大,じゅうだい,"serious,important,grave,weighty"
遂に,ついに,"finally,at last"
,すてき,"lovely,dreamy,beautiful,great"
論じる,ろんじる,"to argue,to discuss,to debate"
鉄,てつ,iron
革,かわ,leather
更に,さらに,"furthermore,again,after all,more and more,moreover"
恋,こい,"love,tender passion"
様々,さまざま,"varied,various"
存在,そんざい,"existence,being"
合計,ごうけい,"sum total,total amount"
隠れる,かくれる,"to hide,to be hidden,to conceal oneself,to disappear"
大変,たいへん,"awful,dreadful,terrible,very"
,そこで,"so (conj),accordingly,now,then,thereupon"
方向,ほうこう,"direction,course,way"
事実,じじつ,"fact,truth,reality"
不幸,ふこう,"unhappiness,sorrow,misfortune,disaster,accident,death"
話し合う,はなしあう,"to discuss,to talk together"
農業,のうぎょう,agriculture
引退,いんたい,retire
喧嘩,けんか,"quarrel,(drunken) brawl,failure"
行動,こうどう,"action,conduct,behaviour,mobilization"
賛成,Uӣ[い,"approval,agreement,support,favour"
処理,しょり,"processing,dealing with,treatment,disposition,disposal"
気に入る,きにいる,"to be pleased with,to suit"
,たまらない,"intolerable,unbearable,unendurable"
土,つち,"earth,soil"
肌,はだ,skin
状況,じょうきょう,"state of affairs,situation,circumstances"
解決,かいけつ,"settlement,solution,resolution"
老人,ろうじん,"the aged,old person"
未来,みらい,"future (life, tense)"
自動,じどう,"automatic,self-motion"
食事,しょくじ,meal
,バッグ,"bag,bug"
安定,あんてい,"stability,equilibrium"
宇宙,うちゅう,"universe,cosmos,space"
身長,しんちょう,"height (of body),stature"
生,せい,"(1) draft (beer),(2) raw,unprocessed"
表す,あらわす,"to express,to show,to reveal"
泡,あわ,"bubble,foam,froth,head on beer"
意志,いし,"will,volition"
狂う,くるう,"to go mad,to get out of order"
,ウイスキー,whisky
対,たい,"pair,couple,set"
悩む,なやむ,"to be worried,to be troubled"
象,ぞう,elephant
食料,しょくりょう,food
大統領,だいとうりょう,"president,chief executive"
小,しょう,
光景,こうけい,"scene,spectacle"
履く,はく,"to wear,to put on (lower body)"
容易,ようい,"easy,simple,plain"
過去,かこ,"the past,bygone days,the previous"
越す,こす,to go over (e.g. with audience)
曜日,ようび,day of the week
決定,けってい,"decision,determination"
絵画,かいが,picture
,あんまり,"not very,not much,remainder,rest"
守る,まもる,"to protect,to obey,to guard,to abide (by the rules)"
頬,ほお,cheek (of face)
,そのまま,"without change,as it is (i.e. now)"
高価,こうか,high price
,おしゃべり,"chattering,talk,idle talk"
袖,そで,sleeve
でも,でも,"but,however"
開始,かいし,"start,commencement,beginning"
信頼,しんらい,"reliance,trust,confidence"
真似,まね,"mimicry,imitation,behavior,pretense"
ふと,（副）,"suddenly,casually,accidentally,incidentally,unexpectedly,unintentionally"
批評,ひひょう,"criticism,review,commentary"
台,だい,"stand,rack,table,support"
案,あん,"plan,suffix meaning draft"
泥,どろ,mud
免許,めんきょ,"license,permit,licence,certificate"
男の人,おとこのひと,man
芽,め,sprout
