Kanji,Hiragana,English
出血,しゅっけつ,"bleeding, haemorrhage"
碑,いしぶみ,stone monument bearing an inscription
,サンキュー,thank you
構想,こうそう,"plan, plot, idea, conception"
浮力,ふりょく,"buoyancy, floating power"
写し,うつし,"copy, duplicate, facsimile, transcript"
収支,しゅうし,income and expenditure
小銭,こぜに,"coins, small change"
解除,かいじょ,"cancellation, rescinding, release, calling off"
自己,じこ,"self, oneself"
助動詞,じょどうし,auxiliary verb
参上,さんじょう,"calling on, visiting"
微量,びりょう,"minuscule amount, extremely small quantity"
再生,さいせい,"playback, regeneration, resuscitation, return to life, rebirth, reincarnation, narrow escape, reclamation, r"
権,けん,"authority, the right (to do something)"
貝殻,かいがら,shell
お邪魔します,おじゃまします,Excuse me for disturbing (interrupting) you
自転,じてん,"rotation, spin"
,ぞんざい,"rude, careless, slovenly"
接ぐ,つぐ,"to join, to piece together, to set (bones), to graft (trees)"
茎,くき,stalk
前例,ぜんれい,precedent
運用,うんよう,"making use of, application, investment, practical use"
,レントゲン,X-ray (lit: Roentgen)
域外,いきがい,outside the area
弾力,だんりょく,"elasticity, flexibility"
修了,しゅうりょう,completion (of a course)
優勢,ゆうせい,"superiority, superior power, predominance, preponderance"
賜る,たまわる,"to grant, to bestow"
革命,かくめい,revolution
燃料,ねんりょう,fuel
尿,にょう,urine
非難,ひなん,"blame, attack, criticism"
頻繁,ひんぱん,frequency
,テレックス,"telex, teletypewriter exchange"
禁じる,きんじる,to prohibit
沈没,ちんぼつ,"sinking, foundering"
補強,ほきょう,"compensation, reinforcement"
享受,きょうじゅ,"reception, acceptance, enjoyment, being given"
情勢,じょうせい,"state of things, condition, situation"
沿い,ぞい,along
渡り鳥,わたりどり,"migratory bird, bird of passage"
土手,どて,"embankment, bank"
現われ,あらわれ,"embodiment, materialization"
雪崩,なだれ,avalanche
行き違い,いきちがい,"misunderstanding, estrangement, disagreement, crossing without meeting, going astray"
一心,いっしん,"one mind, wholeheartedness, the whole heart"
産出,さんしゅつ,"yield, produce"
動き,うごき,"movement, activity, trend, development, change"
用品,ようひん,"articles, supplies, parts"
,ホール,"hall, hole"
,サボる,"to be truant, to be idle, to sabotage by slowness"
頬っぺた,ほっぺた,cheek
修行,しゅうぎょう,"pursuit of knowledge, studying, learning, training, ascetic practice, discipline"
諮る,はかる,"to consult with, to confer"
実態,じったい,"truth, fact"
経る,へる,"to pass, to elapse, to experience"
銅,あかがね,copper
御,ご,"go-, honourable"
逸らす,そらす,"to turn away, to avert"
吝嗇,けち,"stinginess, miser, miserliness, skinflint, tightwad, niggard, pinching pennies"
大げさ,おおげさ,"grandiose, exaggerated"
佐,さ,help
,ダブる,"to coincide (fall on the same day), to have two of something, to repeat a school year after failing"
成果,せいか,"results, fruits"
生計,せいけい,"livelihood, living"
落ちる,おちる,"to fail (e.g. exam), to fall down, to drop"
統合,とうごう,"integration, unification, synthesis"
物資,ぶっし,"goods, materials"
,スプリング,spring
,セックス,sexual intercourse
封建,ほうけん,feudalistic
宝器,ほうき,"treasured article or vessel, outstanding individual"
火傷,かしょう,"burn, scald"
促進,そくしん,"promotion, acceleration, encouragement, facilitation, spurring on"
,ジャズ,jazz
苛める,いじめる,"to tease, to torment, to persecute, to chastise"
軋む,きしむ,"to jar, to creak, to grate"
引っ掛ける,ひっかける,"1. to hang (something) on (something), to throw on (clothes), 2. to hook, to catch, to trap, to ensnar"
夜更かし,よふかし,"staying up late, keeping late hours, sitting up late at night, nighthawk"
教材,きょうざい,teaching materials
異論,いろん,"different opinion, objection"
減少,げんしょう,"decrease, reduction, decline"
片言,かたこと,"a smattering, talk like a baby, speak haltingly"
神秘,しんぴ,mystery
任命,にんめい,"appointment, nomination, ordination, commission, designation"
対決,たいけつ,"confrontation, showdown"
途絶える,とだえる,"to stop, to cease, to come to an end"
唾,つば,"saliva, sputum"
手当て,てあて,"allowance, compensation, treatment, medical care"
運搬,うんぱん,"transport, carriage"
,ドライクリーニング,dry cleaning
連盟,れんめい,"league, union, alliance"
激励,げきれい,encouragement
,センス,good sense (for music style tact etc.)
著しい,いちじるしい,"remarkable, considerable"
単調,たんちょう,"monotony, monotone, dullness"
金庫,かねぐら,"safe, vault, treasury, provider of funds"
立方,たちかた,dancing (geisha)
溝,こう,"10^38, hundred undecillion (American), hundred sextillion (British)"
携わる,たずさわる,"to participate, to take part"
捧げる,ささげる,"to lift up, to give, to offer, to consecrate, to devote, to sacrifice, to dedicate"
新入生,しんにゅうせい,"freshman, first-year student"
単一,たんいつ,"single, simple, sole, individual, unitory"
兵器,へいき,"arms, weapons, ordinance"
観覧,かんらん,viewing
取り戻す,とりもどす,"to take back, to regain"
勘弁,かんべん,"pardon, forgiveness, forbearance"
紡績,ぼうせき,spinning
獲得,かくとく,"acquisition, possession"
海流,かいりゅう,ocean current
近眼,きんがん,"nearsightedness, shortsightedness, myopia"
学士,がくし,university graduate
口ずさむ,くちずさむ,"to hum something, to sing to oneself"
期日,きじつ,"fixed date, settlement date"
自在,じざい,"freely, at will"
工作,こうさく,"work, construction, handicraft, maneuvering"
丘陵,きゅうりょう,hill
織,おり,"weave, weaving, woven item"
汽船,きせん,steamship
好意,こうい,"good will, favor, courtesy"
耐える,たえる,"to bear, to endure"
畳,じょう,#NAME?
紛争,ふんそう,"dispute, trouble, strife"
福,ふく,good fortune
甘口,あまくち,"sweet flavour, mildness, flattery, stupidity"
対面,たいめん,"interview, meeting"
追い出す,おいだす,"to expel, to drive out"
乾,かん,"heaven, emperor"
賛美,さんび,"praise, adoration, glorification"
物議,ぶつぎ,public discussion (criticism)
尽くす,つくす,"to exhaust, to run out, to serve (a person), to befriend"
露骨,ろこつ,"1. frank, blunt, plain, outspoken, 2. conspicuous, open, 3. broad, suggestive"
強いる,しいる,"to force, to compel, to coerce"
融通,ゆうずう,"lending (money), accommodation, adaptability, versatility, finance"
柔軟,じゅうなん,"flexible, lithe"
草臥れる,くたびれる,"to get tired, to wear out"
,がっしり,"firmly, solidly, tough"
原爆,げんばく,atomic bomb
,オリエンテーション,orientation
連邦,れんぽう,"commonwealth, federation of states"
埋め込む,うめこむ,to bury
資産,しさん,"property, fortune, means, assets"
子息,しそく,son
他意,たい,"ill will, malice, another intention, secret purpose, ulterior motive, fickleness, double-mindedness"
相応しい,ふさわしい,appropriate
票,ひょう,"label, ballot, ticket, sign"
気風,きふう,"character, traits, ethos"
志す,こころざす,"to plan, to intend, to aspire to, to set aims (sights on)"
嘗める,なめる,"to lick, to taste, to experience, to make fun of, to make light of, to put down, to treat with contempt"
国交,こっこう,diplomatic relations
碌に,ろくに,"well, enough, sufficient"
憧れ,あこがれ,"yearning, longing, aspiration"
河川,かせん,rivers
繁殖,はんしょく,"breed, multiply, increase, propagation"
契る,ちぎる,"to pledge, to promise, to swear"
強気,ごうぎ,"great, grand"
小売,こうり,retail
分散,ぶんさん,"dispersion, decentralization, variance (statistics)"
履歴,りれき,"personal history, background, career, log"
当たり,あたり,"hit, success, reaching the mark, per ..., vicinity, neighborhood"
労る,いたわる,"to pity, to sympathize with, to console, to care for, to be kind to"
,モーテル,motel
倹約,けんやく,"thrift, economy, frugality"
萎びる,しなびる,"to wilt, to fade"
仕上げる,しあげる,"to finish up, to complete"
誇る,ほこる,"to boast of, to be proud of"
辺り,ほとり,"(in the) neighbourhood, vicinity, nearby"
見舞,みまい,"enquiry, expression of sympathy, expression of concern"
済ます,すます,"to finish, to get it over with, to settle, to conclude, to pay back"
尻尾,しっぽ,tail (animal)
,メロディー,melody
悲惨,ひさん,misery
比率,ひりつ,"ratio, proportion, percentage"
埋まる,うずまる,"to be buried, to be surrounded, to overflow, to be filled"
前売り,まえうり,"advance sale, booking"
邸宅,ていたく,"mansion, residence"
本館,ほんかん,main building
外相,がいしょう,Foreign Minister
結び,むすび,"ending, conclusion, union"
何の,どの,"which, what"
辟易,へきえき,"wince, shrink back, succumbing to, being frightened, disconcerted"
,コミュニケーション,communication
復旧,ふくきゅう,"restoration, restitution, rehabilitation"
診療,しんりょう,"medical examination and treatment, diagnosis"
農耕,のうこう,"farming, agriculture"
気流,きりゅう,atmospheric current
装備,そうび,equipment
体力,たいりょく,physical strength
腸,ちょう,"guts, bowels, intestines"
戸締り,とじまり,"closing up, fastening the doors"
論理,ろんり,logic
言伝,ことづて,"declaration, hearsay"
心情,しんじょう,mentality
未熟,みじゅく,"inexperience, unripeness, raw, unskilled, immature, inexperienced"
お巡りさん,おまわりさん,policeman (friendly term)
非行,ひこう,"delinquency, misconduct"
何なり,なんなり,"any, anything, whatever"
遮る,さえぎる,"to interrupt, to intercept, to obstruct"
賭ける,かける,"to wager, to bet, to risk, to stake, to gamble"
,ポイント,point
賢明,けんめい,"wisdom, intelligence, prudence"
勢力,せいりょく,"influence, power, might, strength, potency, force, energy"
ご無沙汰,ごぶさた,not writing or contacting for a while
強請る,ねだる,"to tease, to coax, to solicit, to demand"
称する,しょうする,"to pretend, to take the name of, to feign, to purport"
行政,ぎょうせい,administration
業務,ぎょうむ,"business, affairs, duties, work"
不可欠,ふかけつ,"indispensable, essential"
滞納,たいのう,"non-payment, default"
移住,いじゅう,"migration, immigration"
非,ひ,"faulty-, non-"
軒並み,のきなみ,row of houses
両極,りょうきょく,"both extremities, north and south poles, positive and negative poles"
指令,しれい,"orders, instructions, directive"
生,き,"pure, undiluted, raw, crude"
曖昧,あいまい,"vague, ambiguous"
質素,しっそ,"simplicity, modesty, frugality"
坊ちゃん,ぼっちゃん,son (of others)
,アルカリ,alkali
君主,くんしゅ,"ruler, monarch"
式場,しきじょう,"ceremonial hall, place of ceremony (e.g. marriage)"
化繊,かせん,synthetic fibres
辛抱,しんぼう,"patience, endurance"
協議,きょうぎ,"conference, consultation, discussion, negotiation"
,ポーズ,pause
且つ,かつ,"yet, and"
態と,わざと,on purpose
屎尿,しにょう,"excreta, raw sewage, human waste, night soil"
高尚,こうしょう,"high, noble, refined, advanced"
感染,かんせん,"infection, contagion"
発育,はついく,"(physical) growth, development"
拒絶,きょぜつ,"refusal, rejection"
供,きょう,"offer, present, submit, serve (a meal), supply"
爆破,ばくは,"blast, explosion, blow up"
辻褄,つじつま,"coherence, consistency"
呉れ呉れも,くれぐれも,"repeatedly, sincerely, earnestly"
切り,きり,"limits, end, bounds, period, place to leave off, closing sentence, all there is, only, since"
並列,へいれつ,"arrangement, parallel, abreast"
,タイミング,timing
長官,ちょうかん,"chief, (government) secretary"
時刻表,じこくひょう,"table, diagram, chart, timetable, schedule"
閲覧,えつらん,"inspection, reading"
先先月,せんせんげつ,month before last
異議,いぎ,"objection, dissent, protest"
心得,こころえ,"knowledge, information"
,スラックス,slacks
役立つ,やくだつ,"to be useful, to be helpful, to serve the purpose"
立体,りったい,solid body
埋蔵,まいぞう,"buried property, treasure trove"
取材,しゅざい,"choice of subject, collecting data"
庶務,しょむ,general affairs
趣旨,しゅし,"object, meaning"
敢えて,あえて,"dare (to do), challenge (to do)"
引っ掻く,ひっかく,to scratch
,インテリ,"egghead, intelligentsia"
悲鳴,ひめい,"shriek, scream"
税務署,ぜいむしょ,tax office
旧知,きゅうち,"old friend, old friendship"
怠慢,たいまん,"negligence, procrastination, carelessness"
和風,わふう,Japanese style
採択,さいたく,"adoption, selection, choice"
達成,たっせい,achievement
悪い,にくい,"hateful, abominable, poor-looking"
屈折,くっせつ,"bending, indentation, refraction"
,いやに,"awfully, terribly"
申し込み,もうしこみ,"application, entry, request, subscription, offer, proposal, overture, challenge"
値,あたい,"value, price, cost, worth, merit"
円満,えんまん,"perfection, harmony, peace, smoothness, completeness, satisfaction, integrity"
刃,は,edge (of a sword)
弄る,いじる,"to touch, to tamper with"
受身,うけみ,"passive, passive voice"
林業,りんぎょう,forestry
重複,じゅうふく,"duplication, repetition, overlapping, redundancy, restoration"
,ドライバー,"driver, screwdriver"
頑固,がんこ,"stubbornness, obstinacy"
出くわす,でくわす,"to happen to meet, to come across"
見せびらかす,みせびらかす,"to show off, to flaunt"
,タイム,time
政権,せいけん,"administration, political power"
臨む,のぞむ,"to look out on, to face, to deal with, to attend (function)"
お大事に,おだいじに,Take care of yourself
配慮,はいりょ,"consideration, concern, forethought"
,ストロー,straw
宣教,せんきょう,religious mission
切っ掛け,きっかけ,"chance, start, cue, excuse, motive, impetus, occasion"
,ぼつぼつ,"gradually, here and there, spots, pimples"
高まる,たかまる,"to rise, to swell, to be promoted"
土俵,どひょう,arena
弛み,たるみ,"slack, slackening, dullness, letdown"
引き受ける,ひきうける,"to undertake, to take up, to take over, to be responsible for, to guarantee, to contract (disease)"
向上,こうじょう,"elevation, rise, improvement, advancement, progress"
名称,めいしょう,name
刑,けい,"penalty, sentence, punishment"
真実,さな,"truth, reality"
奮闘,ふんとう,"hard struggle, strenuous effort"
見苦しい,みぐるしい,"unsightly, ugly"
戴きます,いただきます,expression of gratitude before meals
簡潔,かんけつ,"brevity, conciseness, simplicity"
吃驚,びっくり,"be surprised, be amazed, be frightened, astonishment"
老衰,ろうすい,"senility, senile decay"
担う,になう,"to carry on shoulder, to bear (burden), to shoulder (gun)"
素早い,すばやい,"fast, quick, prompt, agile"
起点,きてん,starting point
切実,せつじつ,"compelling, serious, severe, acute, earnest, pressing, urgent"
而も,しかも,"moreover, furthermore, nevertheless, and yet"
拵える,こしらえる,"to make, to manufacture"
作用,さよう,"action, operation, effect, function"
兵士,へいし,soldier
無知,むち,ignorance
適性,てきせい,aptitude
,コーナー,corner
観,かん,"look, appearance, spectacle"
一連,いちれん,"a series, a chain, a ream (of paper)"
書き取り,かきとり,dictation
軽蔑,けいべつ,"scorn, disdain"
其の儘,そのまま,"without change, as it is (i.e. now)"
旅券,りょけん,passport
真上,まうえ,"just above, right overhead"
応募,おうぼ,"subscription, application"
富,とみ,"wealth, fortune"
,パジャマ,"pajamas, pyjamas"
出品,しゅっぴん,"exhibit, display"
脱退,だったい,secession
流,りゅう,"styleof, method of, manner of"
原作,げんさく,original work
転任,てんにん,change of post
武力,ぶりょく,"armed might, military power, the sword, force"
議題,ぎだい,"topic of discussion, agenda"
委託,いたく,"consign (goods (for sale) to a firm), entrust (person with something), commit"
生身,なまみ,"living flesh, flesh and blood, the quick"
潜る,くぐる,"1. to drive, to pass through, 2. to evade, to hide, 3. to dive (into or under water), to go undergro"
拝借,はいしゃく,borrowing
遅くとも,おそくとも,at the latest
長,おさ,"chief, head"
根底,こんてい,"root, basis, foundation"
,タイムリー,"timely, run-batted-in (baseball), RBI"
世論,せろん,public opinion
品質,ひんしつ,quality
過労,かろう,"overwork, strain"
保管,ほかん,"charge, custody, safekeeping, deposit, storage"
入る,いる,"to get in, to go in, to come in, to flow into, to set, to set in"
可愛がる,かわいがる,"to love, to be affectionate"
未開,みかい,"savage land, backward region, uncivilized"
光熱費,こうねつひ,cost of fuel and light
,レクリエーション,recreation
見方,みかた,viewpoint
くっ付く,くっつく,"to adhere to, to keep close to"
月謝,げっしゃ,monthly tuition fee
投げ出す,なげだす,"to throw down, to abandon, to sacrifice, to throw out"
割り算,わりざん,division (math)
若干,じゃっかん,"some, few, number of"
割引き,わりびき,"discount, reduction, rebate, tenths discounted"
確定,かくてい,"definition (math), decision, settlement"
仏,ふつ,French
差し出す,さしだす,"to present, to submit, to tender, to hold out"
個別,こべつ,particular case
辞職,じしょく,resignation
使命,しめい,"mission, errand, message"
消耗,しょうこう,"exhaustion, consumption"
集計,しゅうけい,"totalization, aggregate"
汚らわしい,けがらわしい,"filthy, unfair"
,ボイコット,boycott
付き合う,つきあう,"to associate with, to keep company with, to get on with"
,スピード,speed
証拠,しょうこ,"evidence, proof"
,シナリオ,scenario
赤字,あかじ,"deficit, go in the red"
,フォーム,"foam, form"
月並み,つきなみ,"every month, common"
領地,りょうち,"territory, dominion"
着飾る,きかざる,to dress up
過ぎ,すぎ,"past, after"
佳句,かく,beautiful passage of literature
愚か,おろか,"foolish, stupid"
,ミュージック,music
従来,じゅうらい,"up to now, so far, traditional"
募金,ぼきん,"fund-raising, collection of funds"
賠償,ばいしょう,"reparations, indemnity, compensation"
読み上げる,よみあげる,"to read out loud (and clearly), to call a roll"
抗議,こうぎ,"protest, objection"
呉れる,くれる,"to give, to let one have, to do for one, to be given"
痛む,いたむ,"to hurt, to feel a pain, to be injured"
錯誤,さくご,mistake
弱める,よわめる,to weaken
気まぐれ,きまぐれ,"whim, caprice, whimsy, fickle, moody, uneven temper"
同封,どうふう,enclosure (e.g. in a letter)
節,せつ,"node, section, occasion, time"
衣料,いりょう,clothing
,ぼやく,"to grumble, to complain"
思考,しこう,thought
見込み,みこみ,"hope, prospects, expectation"
交互,こうご,"mutual, reciprocal, alternate"
,トーン,tone
華美,かび,"pomp, splendor, gaudiness"
拡散,かくさん,"scattering, diffusion"
然して,そして,and
訪れる,おとずれる,to visit
洪水,こうずい,flood
配置,はいち,"arrangement (of resources), disposition"
記載,きさい,"mention, entry"
規範,きはん,"model, standard, pattern, norm, criterion, example"
,コンタクト,"contact, contact lens"
豊作,ほうさく,"abundant harvest, bumper crop"
,マスコミ,mass communication
司法,しほう,administration of justice
腹立ち,はらだち,anger
給仕,きゅうじ,"office boy (girl), page, waiter"
贋物,がんぶつ,"imitation, counterfeit, forgery, sham"
老いる,おいる,"to age, to grow old"
瓶,かめ,earthenware pot
暗示,あんじ,"hint, suggestion"
,ゲスト,guest
,ソロ,solo
起伏,きふく,undulation
,しまった,Damn it!
貯蓄,ちょちく,savings
差し掛かる,さしかかる,"to come near to, to approach"
可愛らしい,かわいらしい,"lovely, sweet"
説得,せっとく,persuasion
満月,まんげつ,full moon
進み,すすみ,progress
緊急,きんきゅう,"urgent, pressing, emergency"
何時か,いつか,"sometime, someday, one day, some time or other, the other day, in due course, in time"
報道,ほうどう,"information, report"
震わせる,ふるわせる,"to be shaking, to be trembling"
指揮,しき,"command, direction"
伐,ばつ,"strike, attack, punish"
頼み,たのみ,"request, favor, reliance, dependence"
区,く,"ward, district, section"
,ベストセラー,best-seller
好い,よい,good
造り,つくり,"make up, structure, physique"
祝賀,しゅくが,"celebration, congratulations"
やり遂げる,やりとげる,to accomplish
粥,かゆ,(rice) gruel
転換,てんかん,"convert, divert"
終始,しゅうし,"beginning and end, from beginning to end, doing a thing from beginning to end"
濠,ごう,moat
陰気,いんき,"gloom, melancholy"
区間,くかん,section (of track etc)
海峡,かいきょう,channel
条約,じょうやく,"treaty, pact"
以て,もって,"with, by, by means of, because, in view of"
遅れ,おくれ,"delay, lag"
眼科,がんか,ophthalmology
心強い,こころづよい,"heartening, reassuring"
地主,じぬし,landlord
教習,きょうしゅう,"training, instruction"
症,しょう,illness
当てはめる,あてはめる,"to apply, to adapt"
不況,ふきょう,"recession, depression, slump"
移民,いみん,"emigration, immigration, emigrant, immigrant"
仕掛け,しかけ,"device, trick, mechanism, gadget, (small) scale, half finished, commencement, set up, challenge"
告白,こくはく,"confession, acknowledgement"
転居,てんきょ,"moving, changing residence"
発作,ほっさ,"fit, spasm"
誤差,ごさ,error
客観,きゃっかん,objective
修士,しゅうし,Masters degree program
幹,かん,(tree) trunk
共感,きょうかん,"sympathy, response"
打ち合わせる,うちあわせる,"to knock together, to arrange"
玩具,おもちゃ,toy
,イエス,"Jesus, yes"
元首,げんしゅ,"ruler, sovereign"
先着,せんちゃく,first arrival
版,はん,edition
帯びる,おびる,"to wear, to carry, to be entrusted, to have, to take on, to have a trace of, to be tinged with"
,パチンコ,pachinko (Japanese pinball)
重んじる,おもんじる,"to respect, to honor, to esteem, to prize"
負傷,ふしょう,"injury, wound"
化ける,ばける,"to appear in disguise, to take the form of, to change for the worse"
,ゼリー,"1. jelly, 2. Jerry"
,パトカー,patrol car
講読,こうどく,"reading, translation"
復活,ふっかつ,"revival (e.g. musical), restoration"
偽造,ぎぞう,"forgery, falsification, fabrication, counterfeiting"
,ロープ,rope
根回し,ねまわし,making necessary arrangements
躓く,つまずく,"to stumble, to trip"
無礼,ぶれい,"impolite, rude"
海路,うみじ,sea route
楽しむ,たのしむ,to enjoy oneself
徹する,てっする,"to sink in, to penetrate, to devote oneself, to believe in, to go through, to do intently and exclusively"
日の丸,ひのまる,the Japanese flag
揶揄う,からかう,"to ridicule, to tease, to banter with, to make fun of"
現われる,あらわれる,"to appear, to come in sight, to become visible, to come out, to embody, to materialize, to express oneself"
大事,おおごと,"important, valuable, serious matter"
結核,けっかく,"tuberculosis, tubercule"
長閑,のどか,"tranquil, calm, quiet"
雨天,うてん,rainy weather
当選,とうせん,"being elected, winning the prize"
捜査,そうさ,"search (esp. in criminal investigations), investigation"
弁論,べんろん,"discussion, debate, argument"
従業員,じゅうぎょういん,"employee, worker"
同等,どうとう,"equality, equal, same rights, same rank"
余程,よっぽど,"very, greatly, much, to a large extent, quite"
還暦,かんれき,60th birthday
余所見,よそみ,"looking away, looking aside"
面白い,おもしろい,"interesting, amusing"
優越,ゆうえつ,"supremacy, predominance, being superior to"
映写,えいしゃ,projection
指図,さしず,"instruction, mandate"
遠ざかる,とおざかる,to go far off
戦災,せんさい,war damage
中継,ちゅうけい,"relay, hook-up"
,あやふや,"uncertain, vague, ambiguous"
購入,こうにゅう,"purchase, buy"
家出,いえで,"running away from home, leaving home"
収益,しゅうえき,"earnings, proceeds, returns"
何より,なにより,"most, best"
人柄,ひとがら,"personality, character, personal appearance, gentility"
購読,こうどく,subscription (e.g. magazine)
如何に,いかに,"how?, in what way?, how much?, however, whatever"
主観,しゅかん,"subjectivity, subject, ego"
所在,しょざい,whereabouts
填まる,はまる,"to get into, to go into, to fit, to be fit for, to suit, to fall into, to plunge into, to be deceived, to be"
脅かす,おどかす,"to threaten, to coerce"
跨がる,またがる,"to extend over or into, to straddle"
組み合わせ,くみあわせ,combination
屡,しばしば,"often, again and again, frequently"
短波,たんぱ,short wave
真に,まことに,"truly, actually, really"
木綿,きわた,cotton
天災,てんさい,"natural calamity, disaster"
報ずる,ほうずる,"to inform, to report"
感度,かんど,"sensitivity, severity (quake)"
植民地,しょくみんち,colony
稲光,いなびかり,(flash of) lightning
光沢,こうたく,"brilliance, polish, lustre, glossy finish (of photographs)"
嬢,じょう,young woman
予言,かねごと,"prediction, promise, prognostication"
制定,せいてい,"enactment, establishment, creation"
行進,こうしん,"march, parade"
,ややこしい,"puzzling, tangled, complicated, complex"
降水,こうすい,"rainfall, precipitation"
配分,はいぶん,"distribution, allotment"
追放,ついほう,"exile, banishment"
多数決,たすうけつ,majority rule
頻りに,しきりに,"frequently, repeatedly, incessantly, eagerly"
養成,ようせい,"training, development"
取り扱う,とりあつかう,"to treat, to handle, to deal in"
反響,はんきょう,"echo, reverberation, repercussion, reaction, influence"
点火,てんか,"ignition, lighting, set fire to"
著書,ちょしょ,"literary work, book"
駄作,ださく,"poor work, rubbish"
かも知れない,かもしれない,"may, might, perhaps, may be, possibly"
怒り,いかり,"anger, hatred"
或いは,あるいは,"or, possibly"
構える,かまえる,to set up
極めて,きわめて,"exceedingly, extremely"
掛け,かけ,credit
戸,こ,counter for houses
輪,りん,counter for wheels and flowers
,たった,"only, merely, but, no more than"
取り替え,とりかえ,"swap, exchange"
課外,かがい,extracurricular
忽ち,たちまち,"at once, in a moment, suddenly, all at once"
難い,かたい,"difficult, hard"
気軽,きがる,"cheerful, buoyant, lighthearted"
各種,かくしゅ,"every kind, all sorts"
実費,じっぴ,"actual expense, cost price"
出費,しゅっぴ,"expenses, disbursements"
,えい,ray (fish)
西日,にしび,westering sun
炭素,たんそ,carbon (C)
届け,とどけ,"report, notification, registration"
気障,きざ,"affectation, conceit, snobbery"
入口,いりくち,"entrance, gate, approach, mouth"
,スタジオ,studio
夕焼け,ゆうやけ,sunset
成熟,せいじゅく,"maturity, ripeness"
助,じょ,"help, rescue, assistant"
野生,やせい,wild
灯,ともしび,light
所謂,いわゆる,"the so-called, so to speak"
喋る,しゃべる,"to talk, to chat, to chatter"
況して,まして,"still more, still less (with neg. verb), to say nothing of, not to mention"
権威,けんい,"authority, power, influence"
脅す,おどす,"to threaten, to menace"
如何しても,どうしても,"by all means, at any cost, no matter what, after all, in the long run, cravingly, at any rate, surely"
的,てき,"-like, typical"
皇居,こうきょ,Imperial Palace
中立,ちゅうりつ,neutrality
原,げん,"original, primitive, primary, fundamental, raw"
強いて,しいて,by force
葦,よし,"reed, bulrush"
催す,もよおす,"to hold (a meeting), to give (a dinner), to feel, to show signs of, to develop symptoms of, to feel (sick"
思い付き,おもいつき,"plan, idea, suggestion"
没落,ぼつらく,"ruin, fall, collapse"
,メーカー,maker
一面,いちめん,"one side, one phase, front page, the other hand, the whole surface"
早急,さっきゅう,urgent
一まず,ひとまず,"for the present, once, in outline"
概念,がいねん,"general idea, concept, notion"
再建,さいけん,"rebuilding, reconstruction, rehabilitation"
,レッスン,lesson
三,み,(num) three
取り調べる,とりしらべる,"to investigate, to examine"
乏しい,とぼしい,"meagre, scarce, limited, destitute, hard up, scanty, poor"
古,いにしえ,"antiquity, ancient times"
主任,しゅにん,"person in charge, responsible official"
壇,だん,"1. platform, podium, rostrum, 2. (arch) mandala"
蜜,みつ,"nectar, honey"
些とも,ちっとも,not at all (neg. verb)
模型,もけい,"model, dummy, maquette"
側,かわ,"side, row, surroundings, part, (watch) case"
親善,しんぜん,friendship
疾っくに,とっくに,"long ago, already, a long time ago"
把握,はあく,"grasp, catch, understanding"
処置,しょち,treatment
,ソックス,socks
生育,せいいく,"growth, development, breeding"
,びり,"last on the list, at the bottom"
恥じる,はじる,to feel ashamed
待遇,たいぐう,"treatment, reception"
勧め,すすめ,"recommendation, advice, encouragement"
,コンテスト,contest
逃れる,のがれる,to escape
損なう,そこなう,"to harm, to hurt, to injure, to damage, to fail in doing"
関税,かんぜい,"customs, duty, tariff"
携帯,けいたい,carrying something
散蒔く,ばらまく,"to disseminate, to scatter, to give money freely"
刺繍,ししゅう,embroidery
良好,りょうこう,"favorable, satisfactory"
玄人,くろうと,"expert, professional, geisha, prostitute"
好ましい,このましい,"nice, likeable, desirable"
管,かん,"pipe, tube"
少なくとも,すくなくとも,at least
放置,ほうち,"leave as is, leave to chance, leave alone, neglect"
荒廃,こうはい,ruin
ご座います,ございます,"to be (polite), to exist"
措置,そち,"measure, step"
郷愁,きょうしゅう,"nostalgia, homesickness"
倍率,ばいりつ,"diameter, magnification"
試み,こころみ,"trial, experiment"
空しい,むなしい,"vacant, futile, vain, void, empty, ineffective, lifeless"
,まごつく,"to be confused, to be flustered"
社宅,しゃたく,company owned house
,ムード,mood
勧告,かんこく,"advice, counsel, remonstrance, recommendation"
余り,あんまり,"not very (this form only used as adverb), not much, remainder, rest, remnant, surplus, balance, excess, rema"
舗装,ほそう,"pavement, road surface"
同調,どうちょう,"sympathy, agree with, alignment, tuning"
,し,"10^24 (kanji is JIS X 0212 kuten 4906), septillion (American), quadrillion (British)"
貧困,ひんこん,"poverty, lack"
無口,むくち,reticence
期,き,"period, time"
和らげる,やわらげる,"to soften, to moderate, to relieve"
問,もん,"problem, question"
華々しい,はなばなしい,"brilliant, magnificent, spectacular"
微塵,みじん,"particle, atom"
押し寄せる,おしよせる,"to push aside, to advance on"
依,い,depending on
着手,ちゃくしゅ,"embarkation, launch"
深める,ふかめる,"to deepen, to heighten, to intensify"
備え付ける,そなえつける,"to provide, to furnish, to equip, to install"
揃い,そろい,"set, suit, uniform"
加留多,かるた,(pt:) (n) playing cards (pt: carta)
漁船,ぎょせん,fishing boat
取り立てる,とりたてる,"to collect, to extort, to appoint, to promote"
弁償,べんしょう,"next word, compensation, reparation, indemnity, reimbursement"
技,わざ,"art, technique"
果ない,はかない,"fleeting, transient, short-lived, momentary, vain, fickle, miserable, empty, ephemeral"
,コマーシャル,a commercial
仕切る,しきる,"to partition, to divide, to mark off, to settle accounts, to toe the mark"
鋏,はさみ,scissors
,ビジネス,business
,ドライ,dry
